Category,WordPress Path,WordPress Title,WordPress Type,New Site Path (Client),New Site Path (Actual),Redirect Implemented,Client Decision,Discrepancy,Notes
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/foundations/brand-purpose-examples/"",""/brand-purpose-agency/foundations/brand-purpose-examples/"")",Brand Purpose Examples,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-purpose-examples"",""/resources/articles/brand-purpose-examples"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-purpose-examples"",""/resources/articles/brand-purpose-examples"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/foundations/brand-values/"",""/brand-purpose-agency/foundations/brand-values/"")",Brand Values,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-values"",""/resources/articles/brand-values"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-values"",""/resources/articles/brand-values"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/foundations/brand-vision/"",""/brand-purpose-agency/foundations/brand-vision/"")",Brand Vision,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-vision"",""/resources/articles/brand-vision"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-vision"",""/resources/articles/brand-vision"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/foundations/purpose-driven-brands-why-consumer-demand-for-values-is-reshaping-business-strategy/"",""/brand-purpose-agency/foundations/purpose-driven-brands-why-consumer-demand-for-values-is-reshaping-business-strategy/"")",Purpose Driven Brands,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/purpose-driven-brands-why-consumer-demand-for-values-is-reshaping-business-strategy"",""/resources/articles/purpose-driven-brands-why-consumer-demand-for-values-is-reshaping-business-strategy"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/purpose-driven-brands-why-consumer-demand-for-values-is-reshaping-business-strategy"",""/resources/articles/purpose-driven-brands-why-consumer-demand-for-values-is-reshaping-business-strategy"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/foundations/understanding-brand-purpose/"",""/brand-purpose-agency/foundations/understanding-brand-purpose/"")",Understanding Brand Purpose,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/understanding-brand-purpose"",""/resources/articles/understanding-brand-purpose"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/understanding-brand-purpose"",""/resources/articles/understanding-brand-purpose"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/foundations/z-impact-measurement-test/"",""/brand-purpose-agency/foundations/z-impact-measurement-test/"")",z Impact Measurement Test,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/z-impact-measurement-test"",""/resources/articles/z-impact-measurement-test"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/z-impact-measurement-test"",""/resources/articles/z-impact-measurement-test"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/people-and-planet/cultural-relevance/"",""/brand-purpose-agency/people-and-planet/cultural-relevance/"")",Cultural Relevance,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/cultural-relevance"",""/resources/articles/cultural-relevance"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/cultural-relevance"",""/resources/articles/cultural-relevance"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/people-and-planet/employee-satisfaction/"",""/brand-purpose-agency/people-and-planet/employee-satisfaction/"")",Employee Satisfaction,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/employee-satisfaction"",""/resources/articles/employee-satisfaction"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/employee-satisfaction"",""/resources/articles/employee-satisfaction"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/people-and-planet/ethical-practices/"",""/brand-purpose-agency/people-and-planet/ethical-practices/"")",Ethical Practices,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/ethical-practices"",""/resources/articles/ethical-practices"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/ethical-practices"",""/resources/articles/ethical-practices"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/people-and-planet/ethical-sourcing/"",""/brand-purpose-agency/people-and-planet/ethical-sourcing/"")",Ethical Sourcing,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/ethical-sourcing"",""/resources/articles/ethical-sourcing"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/ethical-sourcing"",""/resources/articles/ethical-sourcing"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/people-and-planet/sustainability-initiatives/"",""/brand-purpose-agency/people-and-planet/sustainability-initiatives/"")",Sustainability Initiatives,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainability-initiatives"",""/resources/articles/sustainability-initiatives"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainability-initiatives"",""/resources/articles/sustainability-initiatives"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-action/brand-activation-strategy-transform-purpose-into-profit-through-meaningful-engagement/"",""/brand-purpose-agency/purpose-in-action/brand-activation-strategy-transform-purpose-into-profit-through-meaningful-engagement/"")",Brand Activation Strategy: Transform Purpose into Profit,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-activation-strategy-transform-purpose-into-profit-through-meaningful-engagement"",""/resources/articles/brand-activation-strategy-transform-purpose-into-profit-through-meaningful-engagement"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-activation-strategy-transform-purpose-into-profit-through-meaningful-engagement"",""/resources/articles/brand-activation-strategy-transform-purpose-into-profit-through-meaningful-engagement"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-action/cause-marketing/"",""/brand-purpose-agency/purpose-in-action/cause-marketing/"")",Cause Marketing,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/cause-marketing"",""/resources/articles/cause-marketing"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/cause-marketing"",""/resources/articles/cause-marketing"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-action/csr-strategy-build-corporate-social-responsibility-that-drives-purpose-and-profit/"",""/brand-purpose-agency/purpose-in-action/csr-strategy-build-corporate-social-responsibility-that-drives-purpose-and-profit/"")",CSR Strategy,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/csr-strategy-build-corporate-social-responsibility-that-drives-purpose-and-profit"",""/resources/articles/csr-strategy-build-corporate-social-responsibility-that-drives-purpose-and-profit"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/csr-strategy-build-corporate-social-responsibility-that-drives-purpose-and-profit"",""/resources/articles/csr-strategy-build-corporate-social-responsibility-that-drives-purpose-and-profit"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-action/impact-measurement/"",""/brand-purpose-agency/purpose-in-action/impact-measurement/"")",Impact Measurement,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/impact-measurement"",""/resources/articles/impact-measurement"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/impact-measurement"",""/resources/articles/impact-measurement"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-action/social-impact-campaigns/"",""/brand-purpose-agency/purpose-in-action/social-impact-campaigns/"")",Social Impact Campaigns,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/social-impact-campaigns"",""/resources/articles/social-impact-campaigns"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/social-impact-campaigns"",""/resources/articles/social-impact-campaigns"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-business/brand-identity/"",""/brand-purpose-agency/purpose-in-business/brand-identity/"")",Brand Identity,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-identity"",""/resources/articles/brand-identity"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-identity"",""/resources/articles/brand-identity"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-business/brand-purpose-agency-purpose-in-business-brand-identity/"",""/brand-purpose-agency/purpose-in-business/brand-purpose-agency-purpose-in-business-brand-identity/"")",Brand Purpose Agency - Brand Identity,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-purpose-agency-purpose-in-business-brand-identity"",""/resources/articles/brand-purpose-agency-purpose-in-business-brand-identity"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-purpose-agency-purpose-in-business-brand-identity"",""/resources/articles/brand-purpose-agency-purpose-in-business-brand-identity"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-business/brand-purpose-agency-purpose-in-business-marketing-campaigns/"",""/brand-purpose-agency/purpose-in-business/brand-purpose-agency-purpose-in-business-marketing-campaigns/"")",Brand Purpose Agency - Marketing Campaigns,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-purpose-agency-purpose-in-business-marketing-campaigns"",""/resources/articles/brand-purpose-agency-purpose-in-business-marketing-campaigns"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/brand-purpose-agency-purpose-in-business-marketing-campaigns"",""/resources/articles/brand-purpose-agency-purpose-in-business-marketing-campaigns"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-business/company-culture/"",""/brand-purpose-agency/purpose-in-business/company-culture/"")",Company Culture,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/company-culture"",""/resources/articles/company-culture"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/company-culture"",""/resources/articles/company-culture"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-business/corporate-responsibility/"",""/brand-purpose-agency/purpose-in-business/corporate-responsibility/"")",Corporate Responsibility,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/corporate-responsibility"",""/resources/articles/corporate-responsibility"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/corporate-responsibility"",""/resources/articles/corporate-responsibility"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-business/marketing-campaigns/"",""/brand-purpose-agency/purpose-in-business/marketing-campaigns/"")",Marketing Campaigns,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/marketing-campaigns"",""/resources/articles/marketing-campaigns"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/marketing-campaigns"",""/resources/articles/marketing-campaigns"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-business/mission-values/"",""/brand-purpose-agency/purpose-in-business/mission-values/"")",Mission Values,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/mission-values"",""/resources/articles/mission-values"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/mission-values"",""/resources/articles/mission-values"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/purpose-in-business/purpose-driven-companies/"",""/brand-purpose-agency/purpose-in-business/purpose-driven-companies/"")",Purpose Driven Companies,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/purpose-driven-companies"",""/resources/articles/purpose-driven-companies"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/purpose-driven-companies"",""/resources/articles/purpose-driven-companies"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/brand-purpose-agency/sustainability-communication/sustainability-communication/"",""/brand-purpose-agency/sustainability-communication/sustainability-communication/"")",Sustainability Communication,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainability-communication"",""/resources/articles/sustainability-communication"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainability-communication"",""/resources/articles/sustainability-communication"")",No,,No,TOPICAL AUTHORITY POST - Matt says these category URLs were 'playing a role' in SEO rankings. Stripping category may hurt homepage #1 ranking for 'brand purpose agency'. DECISION REQUIRED before redirect.
Blog Post,"=HYPERLINK(""https://grounded.world/activism/worst-examples-of-queerbaiting-best-examples-of-pride-month-marketing/"",""/activism/worst-examples-of-queerbaiting-best-examples-of-pride-month-marketing/"")",Pride & Purpose: Queerbaiting and Pride Month Marketing,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/worst-examples-of-queerbaiting-best-examples-of-pride-month-marketing"",""/resources/articles/worst-examples-of-queerbaiting-best-examples-of-pride-month-marketing"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/worst-examples-of-queerbaiting-best-examples-of-pride-month-marketing"",""/resources/articles/worst-examples-of-queerbaiting-best-examples-of-pride-month-marketing"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/brand-activism-and-storytelling/the-unlikely-connection-between-poetry-and-advertising/"",""/brand-activism-and-storytelling/the-unlikely-connection-between-poetry-and-advertising/"")",The Power of Brand Poetry in Advertising,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/the-unlikely-connection-between-poetry-and-advertising"",""/resources/articles/the-unlikely-connection-between-poetry-and-advertising"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/the-unlikely-connection-between-poetry-and-advertising"",""/resources/articles/the-unlikely-connection-between-poetry-and-advertising"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/featured/articulating_brand_purpose_statements/"",""/featured/articulating_brand_purpose_statements/"")",Articulating Brand Purpose,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/articulating_brand_purpose_statements"",""/resources/articles/articulating_brand_purpose_statements"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/articulating_brand_purpose_statements"",""/resources/articles/articulating_brand_purpose_statements"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/featured/b-corp-month-2023/"",""/featured/b-corp-month-2023/"")",B Corp Month,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/b-corp-month-2023"",""/resources/articles/b-corp-month-2023"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/b-corp-month-2023"",""/resources/articles/b-corp-month-2023"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/featured/earth-day-campaigns/"",""/featured/earth-day-campaigns/"")",Earth Day Campaigns,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/earth-day-campaigns"",""/resources/articles/earth-day-campaigns"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/earth-day-campaigns"",""/resources/articles/earth-day-campaigns"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/featured/green-friday-the-sustainable-black-friday/"",""/featured/green-friday-the-sustainable-black-friday/"")",What is Green Friday?,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/green-friday-the-sustainable-black-friday"",""/resources/articles/green-friday-the-sustainable-black-friday"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/green-friday-the-sustainable-black-friday"",""/resources/articles/green-friday-the-sustainable-black-friday"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/featured/purpose-driven-leadership-with-matthew-mccarthy/"",""/featured/purpose-driven-leadership-with-matthew-mccarthy/"")",Purpose-Driven Leadership with Matthew McCarthy,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/purpose-driven-leadership-with-matthew-mccarthy"",""/resources/articles/purpose-driven-leadership-with-matthew-mccarthy"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/purpose-driven-leadership-with-matthew-mccarthy"",""/resources/articles/purpose-driven-leadership-with-matthew-mccarthy"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/featured/sustainable-fashion-4-ways-fashion-brands-can-be-more-sustainable/"",""/featured/sustainable-fashion-4-ways-fashion-brands-can-be-more-sustainable/"")",4 Ways Fashion Brands Can Be More Sustainable,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainable-fashion-4-ways-fashion-brands-can-be-more-sustainable"",""/resources/articles/sustainable-fashion-4-ways-fashion-brands-can-be-more-sustainable"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/sustainable-fashion-4-ways-fashion-brands-can-be-more-sustainable"",""/resources/articles/sustainable-fashion-4-ways-fashion-brands-can-be-more-sustainable"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/featured/value-brand-authenticity/"",""/featured/value-brand-authenticity/"")",The Value of Brand Authenticity,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/value-brand-authenticity"",""/resources/articles/value-brand-authenticity"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/value-brand-authenticity"",""/resources/articles/value-brand-authenticity"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/featured/what-social-justice-means/"",""/featured/what-social-justice-means/"")",What Social Justice Means,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/what-social-justice-means"",""/resources/articles/what-social-justice-means"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/what-social-justice-means"",""/resources/articles/what-social-justice-means"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/social-impact/ep-1-journalism-shouldnt-be-this-hard/"",""/social-impact/ep-1-journalism-shouldnt-be-this-hard/"")",Ep.1 of 'It Shouldn't Be This Hard' Out Now!,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/ep-1-journalism-shouldnt-be-this-hard"",""/resources/articles/ep-1-journalism-shouldnt-be-this-hard"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/ep-1-journalism-shouldnt-be-this-hard"",""/resources/articles/ep-1-journalism-shouldnt-be-this-hard"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/social-impact/exploring-mental-health-and-culture/"",""/social-impact/exploring-mental-health-and-culture/"")",Exploring Mental Health and Culture,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/exploring-mental-health-and-culture"",""/resources/articles/exploring-mental-health-and-culture"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/exploring-mental-health-and-culture"",""/resources/articles/exploring-mental-health-and-culture"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/sustainability-marketing/back-to-school-supplies-where-retail-meets-responsibility/"",""/sustainability-marketing/back-to-school-supplies-where-retail-meets-responsibility/"")",Back to School Supplies: Where Retail Meets Responsibility,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/back-to-school-supplies-where-retail-meets-responsibility"",""/resources/articles/back-to-school-supplies-where-retail-meets-responsibility"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/back-to-school-supplies-where-retail-meets-responsibility"",""/resources/articles/back-to-school-supplies-where-retail-meets-responsibility"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/sustainability-marketing/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery/"",""/sustainability-marketing/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery/"")",Convenience Without Conscience,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery"",""/resources/articles/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery"",""/resources/articles/convenience-without-conscience-the-sustainability-gap-in-grocery-delivery"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/sustainability-marketing/fighting-food-waste-shouldnt-be-this-hard/"",""/sustainability-marketing/fighting-food-waste-shouldnt-be-this-hard/"")",Fighting Food Waste Shouldn't Be This Hard,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/fighting-food-waste-shouldnt-be-this-hard"",""/resources/articles/fighting-food-waste-shouldnt-be-this-hard"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/fighting-food-waste-shouldnt-be-this-hard"",""/resources/articles/fighting-food-waste-shouldnt-be-this-hard"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
Blog Post,"=HYPERLINK(""https://grounded.world/sustainability-marketing/get-grounded-in-the-plastic-reality-project-with-paloma-jacome/"",""/sustainability-marketing/get-grounded-in-the-plastic-reality-project-with-paloma-jacome/"")",Plastic Reality Project with Paloma Jacome,post,"=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/get-grounded-in-the-plastic-reality-project-with-paloma-jacome"",""/resources/articles/get-grounded-in-the-plastic-reality-project-with-paloma-jacome"")","=HYPERLINK(""https://grounded-world-web-staging.vercel.app/resources/articles/get-grounded-in-the-plastic-reality-project-with-paloma-jacome"",""/resources/articles/get-grounded-in-the-plastic-reality-project-with-paloma-jacome"")",No,,No,Thought leadership post - Matt confirmed these URLs 'can all be changed'. Safe to redirect to /resources/articles/{slug}
